ステップ数,時間ステップ,密度rho,温度T,圧力P,マッハ数M
285.0,0.010418170304139244,0.6815216032020013,0.8312612584400899,0.5665225055318032,1.0263529179754851
286.0,0.010419654962286806,0.6809161155032144,0.8309431562564356,0.5658025861621127,1.0260484389969835
287.0,0.010421401816174423,0.6803148295952017,0.8306270194463854,0.565087879191838,1.025754812787673
288.0,0.010423412628863921,0.679718671504074,0.8303133113950573,0.5643794609535968,1.0254728957735024
289.0,0.010425682775881675,0.6791284556661067,0.8300024408297817,0.5636782758398288,1.0252033995456362
290.0,0.010428201582314209,0.678544883769705,0.829694761144142,0.562985135264885,1.0249468915131428
291.0,0.01043095296787959,0.677968547142109,0.8293905714845178,0.562300720762722,1.024703799712828
292.0,0.010433916343875936,0.6773999321419937,0.8290901193390974,0.561625590579902,1.0244744211115075
293.0,0.01043706769089979,0.6768394279591444,0.8287936043375821,0.5609601890560465,1.0242589326694875
294.0,0.010440380739076684,0.6762873361874349,0.8285011829504816,0.5603048580457198,1.0240574043967092
295.0,0.0104438281729112,0.6757438815268474,0.8282129737698124,0.559659849626106,1.0238698136245534
296.0,0.010447382789534493,0.6752092229834347,0.8279290630578409,0.5590253393526878,1.0236960597360316
297.0,0.010451018550432924,0.6746834649718055,0.8276495102667774,0.5584014393690073,1.0235359786437006
298.0,0.010454711480889677,0.6741666677813347,0.8273743532592397,0.5577882107445186,1.023389356376337
299.0,0.010458440386689303,0.6736588569427068,0.8271036129958104,0.5571856745039405,1.0232559412294466
300.0,0.01046218737271785,0.673160031122783,0.8268372975007413,0.5565938209190768,1.0231354540475228
301.0,0.010465938161862622,0.6726701682796488,0.8265754049680115,0.5560126167556512,1.0230275963332085
302.0,0.010469682224335594,0.672189229921938,0.8263179259255324,0.5554420102985766,1.0229320560149413
303.0,0.010473412736781238,0.6717171634325535,0.8260648444329478,0.5548819341138533,1.022848510844586
304.0,0.010477126397111056,0.6712539025317954,0.8258161383458165,0.5543323056383663,1.0227766295339153
305.0,0.010480823124915946,0.6707993660637236,0.8255717787334331,0.5537930258144876,1.022716070867567
306.0,0.010484505678803876,0.6703534553875125,0.8253317285868034,0.5532639760991123,1.0226664811444985
307.0,0.010488179221420445,0.6699160507382187,0.82509594099509,0.552745014271565,1.0226274903948123
308.0,0.010491850860738606,0.6694870069850138,0.8248643570012888,0.5522359695374108,1.022598707889805
309.0,0.01049552919248843,0.6690661492565676,0.8246369033694998,0.5517366374722915,1.0225797175068192
310.0,0.01049922386396543,0.6686532689208853,0.8244134905058275,0.5512467753691987,1.0225700735249061
311.0,0.010502945174734797,0.6682481203994719,0.824194010772182,0.5507660985430127,1.022569297411504
312.0,0.010506703724979189,0.6678504192632847,0.8239783374170144,0.5502942781078174,1.0225768761148357
313.0,0.010510510117750494,0.6674598420016973,0.8237663243198414,0.5498309406768402,1.022592262303338
314.0,0.010514374717434048,0.6670760277778126,0.8235578067084152,0.5493756703444572,1.022614876895142
315.0,0.010518307463465165,0.6666985823871194,0.8233526029600556,0.5489280131982139,1.022644114101751
316.0,0.010522317735821608,0.6663270845257179,0.8231505175440882,0.548487484480988,1.0226793490756994
317.0,0.01052641426705094,0.6659610943539318,0.822951345102811,0.5480535783847083,1.0227199481082048
318.0,0.010530605094523462,0.6656001642163935,0.8227548756066838,0.5476257803136471,1.0227652811761578
319.0,0.01053489754613682,0.6652438512562929,0.8225609004582347,0.5472035813136803,1.0228147364950566
320.0,0.010539298252722724,0.6648917315451881,0.8223692193614424,0.546786494230694,1.0228677366024943
321.0,0.010543813180799388,0.66454341524616,0.822179647721798,0.5463740710429283,1.022923755382007
322.0,0.010548447679959999,0.6641985622423505,0.8219920242994394,0.5459659207143669,1.0229823353452925
323.0,0.010553206539987382,0.6638568975995193,0.8218062188059042,0.5455617268444792,1.0230431044269146
324.0,0.01055809405365597,0.6635182261937835,0.8216221391158702,0.5451612643477043,1.0231057915133144
325.0,0.010563114082062851,0.6631824458266413,0.8214397377599851,0.5447644143868617,1.0231702399296128
326.0,0.010568270120178589,0.6628495581699501,0.8212590173740937,0.5443711768095053,1.0232364181441818
327.0,0.010573565361098637,0.6625196769336875,0.8210800348038456,0.5439816793949447,1.023304427021615
328.0,0.010579002758185086,0.6621930327276563,0.8209029036011538,0.5435961833105869,1.0233745030574342
329.0,0.01058458508488554,0.6618699741922004,0.8207277946990136,0.5432150842962576,1.023447017159093
330.0,0.010590314992665476,0.6615509650987421,0.8205549351120742,0.5428389092399284,1.0235224686928732
331.0,0.010596195068012508,0.6612365772638613,0.82038460457985,0.5424683079723462,1.0236014746894262
332.0,0.01060222788988368,0.6609274792753882,0.8202171301450598,0.5421040402852674,1.023684754285578
333.0,0.010608416089285883,0.6606244211897471,0.8200528787385611,0.5417469583616478,1.023773108669654
334.0,0.010614762412902103,0.6603282155205583,0.8198922479217856,0.5413979849893319,1.0238673969849497
335.0,0.010621269792799879,0.6600397149932681,0.8197356550146102,0.5410580881056632,1.023968508823942
336.0,0.010627941426866162,0.6597597876834693,0.8195835249083088,0.5407282523823752,1.0240773341076432
337.0,0.010634780870305229,0.6594892902823961,0.8194362769270009,0.5404094487022368,1.0241947312836428
338.0,0.0106417921466427,0.6592290403365602,0.819294311154143,0.5401026024953488,1.024321494887229
339.0,0.010649000737957333,0.6589797878896855,0.81915799441,0.539808561404442,1.0244583238740623
340.0,0.010656457212482824,0.6587421880597246,0.8190276466639009,0.5395280640447851,1.0246057917777045
341.0,0.010664206378511856,0.6585167763255106,0.8189035288042149,0.5392617119097366,1.0247643193453075
342.0,0.010672285686549076,0.6583039466367868,0.8187858317899261,0.5390099445175927,1.0249341510226444
343.0,0.010680724371598671,0.6581039332545024,0.8186746676370801,0.5387730188277849,1.0251153363416112
344.0,0.010689543091581634,0.6579167969661138,0.8185700625667247,0.5385509936562509,1.0253077169423732
345.0,0.010698753917608186,0.6577424163424248,0.8184719526507118,0.5383437198449819,1.0255109199476518
346.0,0.010708372992818058,0.6575804845654444,0.8183801822062916,0.5381508367739699,1.025724358680317
347.0,0.010718404980781117,0.6574305125746397,0.8182945053450019,0.5379717760859759,1.0259472403601804
348.0,0.010728837500056343,0.6572918384475226,0.8182145906232667,0.5378057725153541,1.0261785809657158
349.0,0.010739645900691968,0.6571636428190438,0.8181400286856922,0.5376518815871665,1.026417227282158
350.0,0.010750796284946575,0.6570449699884066,0.8180703427272711,0.5375090037856453,1.0266618854961254
351.0,0.010762252434983945,0.6569347543127798,0.818005001567645,0.537375914731466,1.026911155825959
352.0,0.01077397767033938,0.6568318512586458,0.8179434350264412,0.5372513006532733,1.0271635720844563
353.0,0.010785266973411797,0.6567350786120498,0.8178850549555892,0.5371338058618795,1.0274176288264438
354.0,0.01078203224548026,0.656643375613428,0.8178293464866794,0.5370222227527369,1.0276715062760677
355.0,0.010778370594948813,0.6565555698165402,0.8177757259308566,0.5369152077206684,1.0279238007506715
356.0,0.010774251923918274,0.6564705679931832,0.8177236487495755,0.536811508156092,1.0281732330086766
357.0,0.010769644310597666,0.6563873918955073,0.8176726272065629,0.5367100031964632,1.0284186882207438
358.0,0.010764684214695288,0.6563052087805155,0.817622245270902,0.5366097383861131,1.028659254383728
359.0,0.010759474151902289,0.6562233586300587,0.8175721720674194,0.5365099566765542,1.0288942489801611
360.0,0.010754109614685934,0.6561413749665121,0.8175221721370658,0.536410122091624,1.0291232383849882
361.0,0.010748683863951137,0.6560589987519515,0.8174721122803261,0.5363099354902736,1.0293460487976847
362.0,0.010743286356159414,0.6559761849723217,0.8174219647968106,0.5362093419799913,1.029562768203097
363.0,0.0107380003477099,0.6558931017425285,0.8173718070432674,0.5361085297985041,1.0297737393391801
364.0,0.010732900165738858,0.6558101220440639,0.8173218173659006,0.5360079207960073,1.0299795439897275
365.0,0.010728048679634361,0.6557278084679655,0.8172722675904961,0.5359081529487607,1.030180979254857
366.0,0.010723495422976695,0.6556468916700576,0.817223512450347,0.5358100557377566,1.0303790274128468
367.0,0.01071927565470347,0.6555682427588913,0.8171759758946011,0.5357146185420057,1.0305748172397569
368.0,0.010715410463332038,0.6554928419444219,0.8171301357320855,0.535622954909456,1.0307695842773952
369.0,0.010711907850623075,0.6554217427803734,0.8170865059377759,0.535536261724063,1.030964624859894
370.0,0.01070876460707127,0.6553560344584154,0.8170456180351232,0.5354557762071235,1.031161249428217
371.0,0.010705968721149232,0.6552968030775895,0.8170080019566569,0.5353827317710063,1.031360735661552
372.0,0.010703502044719725,0.6552450931834727,0.8169741670226319,0.5353183141992345,1.0315642829823009
373.0,0.010701342955902853,0.6552018708582726,0.8169445836734914,0.5352636196104043,1.0317729699417597
374.0,0.010699468798684764,0.6551679895901166,0.8169196665680808,0.5352196156020379,1.0319877158979753
375.0,0.010697857955661519,0.6551441600570437,0.8168997596154325,0.5351871068640534,1.0322092482565874
376.0,0.010696491470234304,0.6551309248303376,0.8168851234441508,0.5351667064021111,1.0324380763615526
377.0,0.010695354179506011,0.6551286388360953,0.8168759257314306,0.5351588133224074,1.0326744728996557
378.0,0.010694435397058845,0.6551374562181869,0.8168722347159013,0.5351635979070413,1.0329184634281299
379.0,0.010693729200836147,0.6551573240267251,0.816874016108249,0.5351809944604443,1.0331698243559544
380.0,0.010693234391136218,0.6551879829212316,0.8168811334948236,0.5352107021408828,1.0334280894164272
381.0,0.010692954204437345,0.6552289748351429,0.8168933522065724,0.5352521937159558,1.03369256437264
382.0,0.010692895869062129,0.6552796573068873,0.8169103465033538,0.5353047319071682,1.0339623494094758
383.0,0.010693070081556004,0.6553392239512338,0.8169317098066722,0.5353673927258591,1.034236368396637
384.0,0.010693490470597006,0.6554067303314107,0.8169569676066312,0.5354390949605263,1.034513403967359
385.0,0.010694173100511253,0.6554811243055422,0.8169855925755831,0.5355186347628729,1.0347921371561293
386.0,0.01069513605092685,0.6555612797673309,0.8170170213451791,0.5356047241047384,1.0350711901837855
387.0,0.010696399094252225,0.6556460325866549,0.817050672348242,0.5356960317473838,1.0353491708759266
388.0,0.010697983479612112,0.6557342174854703,0.8170859640942604,0.5357912252837109,1.0356247171547104
389.0,0.01069991182133131,0.6558247045611587,0.8171223332385461,0.5358890127864941,1.0358965400566384
390.0,0.01070220808238019,0.6559164341943742,0.8171592518204707,0.5359881826230258,1.036163463799253
391.0,0.010704897638424447,0.6560084491506795,0.8171962430848867,0.5360876400778782,1.0364244615446996
392.0,0.01070800740602503,0.6560999228018334,0.8172328953610446,0.5361864395575001,1.0366786856824177
393.0,0.01071156601867905,0.6561901825485333,0.8172688735522989,0.5362838113275172,1.0369254916691448
394.0,0.0107156040362138,0.6562787277148935,0.8173039278840646,0.5363791819481389,1.0371644547126349
395.0,0.010720154175917589,0.6563652413976578,0.8173378996627273,0.5364721878155806,1.037395378855154
396.0,0.010725251557916135,0.6564495959807782,0.817370723909909,0.536562681477176,1.037618298292668
397.0,0.010730933969002623,0.6565318522587724,0.8174024288500457,0.5366507306537399,1.0378334710441204
398.0,0.010737242131660614,0.6566122523402745,0.8174331323399338,0.5367366101632897,1.0380413653508211
399.0,0.010744219986704906,0.6566912067175761,0.8174630354327046,0.5368207871853155,1.0382426394295101
400.0,0.0107519149884454,0.6567692760804836,0.8174924133617706,0.5369039005248976,1.0384381154150883
401.0,0.010760436577405526,0.6568471489799699,0.8175216044426762,0.5369867351077026,1.0386287495436224
402.0,0.010769899793941431,0.6569256155261697,0.8175509970687654,0.5370701919734325,1.0388155975746203
403.0,0.010780411685620364,0.6570055383976406,0.8175810153978358,0.5371552552051448,1.0389997776365139
404.0,0.010792068082173173,0.6570878222379954,0.8176121042505512,0.5372429570174195,1.0391824319601073
405.0,0.010804951028815932,0.6571733824500856,0.8176447137165039,0.5373343421555068,1.039364688740128
406.0,0.010819137807201057,0.6572631144484673,0.8176792839805518,0.5374304328090502,1.0395476254917808
407.0,0.010834692268819788,0.657357864185708,0.8177162307856227,0.5375321949792244,1.0397322346845281
408.0,0.010851641495075193,0.657458400658272,0.8177559318940502,0.537640507111877,1.0399193923656307
409.0,0.010862424215470396,0.6575653221482367,0.817798687271902,0.5377560572483533,1.0401096947441633
410.0,0.01085498257907567,0.6576789664376456,0.8178446791618244,0.5378792432976764,1.0403033405970932
411.0,0.010846482743936011,0.6577996571705148,0.8178940692188922,0.5380104383339845,1.0405006389232296
412.0,0.010836804164408654,0.6579275577425892,0.8179469402788456,0.5381498327806843,1.0407017014123476
413.0,0.010826162859595884,0.6580626719522558,0.8180032964187822,0.5382974349070969,1.0409064499674108
414.0,0.010814805095897415,0.6582048478268755,0.818063064838079,0.5384530751045352,1.041114625570248
415.0,0.010803034033902946,0.6583537871159988,0.8181261005153442,0.5386164166127211,1.041325803727975
416.0,0.01079119362049478,0.6585090593270168,0.818192193119545,0.5387869714398604,1.0415394147504213
417.0,0.010779653625489929,0.6586701194338691,0.8182610757427605,0.5389641204875703,1.0417547677513042
418.0,0.0107687873066087,0.6588363281870409,0.8183324349296376,0.5391471366654029,1.0419710770277344
419.0,0.010758948160132077,0.6590069740088002,0.8184059215010908,0.5393352098393175,1.04218748961763
420.0,0.010750449212979619,0.6591812955622997,0.8184811617189108,0.5395274725752077,1.0424031130017826
421.0,0.01074354785018994,0.6593585042369667,0.8185577684117465,0.5397230258115187,1.042617042122273
422.0,0.010738437921326819,0.6595378059533068,0.8186353517611812,0.539920963776383,1.0428283850816658
423.0,0.010735249400876843,0.6597184218262117,0.818713529514028,0.5401203976187621,1.0430362870369414
424.0,0.010734054581935869,0.659899607321751,0.818791936435811,0.5403204773322078,1.0432399518988753
425.0,0.010734878928421239,0.6600806695997927,0.8188702328510529,0.5405204116156611,1.0434386615014166
426.0,0.010737714388561305,0.660260982767041,0.8189481121345809,0.5407194853531913,1.0436317919372222
427.0,0.010742533112645215,0.6604400007898816,0.8190253070327417,0.540917074423637,1.0438188267872626
428.0,0.010749299961378626,0.6606172678490234,0.819101594711418,0.541112657589035,1.043999367020693
429.0,0.010757982760221637,0.6607924259672986,0.8191768004532024,0.5413058252676013,1.0441731374133798
430.0,0.010768559827089932,0.6609652198102034,0.8192507999600623,0.5414962850752876,1.044339989428325
431.0,0.010781024709626835,0.6611354986408987,0.8193235202579816,0.5416838641139772,1.0444999006100242
432.0,0.010795388355941286,0.6613032155003123,0.8193949392430664,0.5418685080861229,1.044652970657231
433.0,0.010811750324029975,0.6614684247798375,0.8194650843783122,0.5420502785257988,1.0447994154134685
434.0,0.010830263301474215,0.6616312768454169,0.8195340299816275,0.5422293466750143,1.0449395574773
435.0,0.010851045327228977,0.6617920093967374,0.8196018930025775,0.5424059836755455,1.0450738134147681
436.0,0.010874162247992654,0.6619509370134978,0.8196688279375225,0.5425805486939985,1.045202679244319
437.0,0.010899646919899654,0.6621084397537955,0.8197350212719471,0.5427534759459133,1.0453267151179735
438.0,0.010902202020311764,0.6622646148590128,0.8198005449611536,0.5429248921699072,1.0454462474933617
439.0,0.010891594831112222,0.6624197344727046,0.8198655483678541,0.5430951188531523,1.0455617727564739
440.0,0.010879304145228447,0.6625742440937965,0.8199302553172281,0.543264669126446,1.0456739316692236
441.0,0.01086564699170407,0.6627285974822907,0.8199948933485753,0.543434065611542,1.0457833582454394
442.0,0.010851063303845892,0.6628832448226144,0.8200596877799379,0.5436038267837853,1.045890664917859
443.0,0.0108361095568285,0.6630386224182818,0.8201248565277363,0.5437744550831413,1.0459964298111615
444.0,0.010821430206546205,0.6631951438916349,0.8201906056905613,0.543946426759519,1.0461011861772924
445.0,0.010807688765759044,0.663353192447873,0.8202571257214455,0.5441201829754372,1.0462054137029717
446.0,0.010795512354646236,0.6635131143014359,0.8203245882262064,0.5442961222720132,1.0463095317563484
447.0,0.010785439151627324,0.6636752130920844,0.8203931433017738,0.5444745942000897,1.046413894366893
448.0,0.01077787893658781,0.6638397451786986,0.820462917347671,0.5446558939806495,1.0465187867368893
449.0,0.010773093744972605,0.6640069157840901,0.8205340113180574,0.5448402581512509,1.0466244231219772
450.0,0.010771199387143313,0.6641768760196369,0.8206064994075124,0.5450278612178916,1.0467309459548815
451.0,0.01077218416479559,0.6643497208434163,0.820680428179031,0.5452188133623945,1.0468384261170862
452.0,0.010775938589781452,0.6645254879989443,0.820755816145347,0.5454131592519585,1.0469468642804873
453.0,0.010782289467834322,0.6647041579531288,0.8208326538072782,0.5456108779693989,1.047056193244755
454.0,0.010791032800727502,0.6648856548145192,0.8209109041400524,0.5458118840435378,1.0471662811907303
455.0,0.010801961775570346,0.66506984817742,0.8209905035051432,0.5460160295212692,1.0472769357612355
456.0,0.010814887963175177,0.6652565558107094,0.8210713629542326,0.5462231069937377,1.0473879088731375
457.0,0.01082971557148327,0.6654455480950505,0.8211533703186102,0.5464328545817656,1.0474989028003119
458.0,0.010846435715559039,0.6656365529424025,0.8212363925384274,0.5466449614801326,1.0476095766326348
459.0,0.010865035149657894,0.6658292596974998,0.8213202775775956,0.5468590723940355,1.0477195521451441
460.0,0.010885481177436285,0.6660233232004413,0.8214048564332506,0.5470747921746549,1.0478284198697103
461.0,0.010907738135357626,0.6662183685498999,0.8214899454756244,0.5472916912549167,1.0479357457047893
462.0,0.01093170657058153,0.6664139952790396,0.8215753485586456,0.5475093104557365,1.0480410772853046
463.0,0.010951560218567236,0.666609686241224,0.8216608176231442,0.5477270598324717,1.0481438962657719
464.0,0.010940842285046356,0.6668044690110283,0.8217459056521437,0.5479438422803642,1.0482434425095208
465.0,0.010928699186113307,0.6669978686740452,0.8218303834927569,0.5481591142012421,1.0483392683600727
466.0,0.010915268326213695,0.6671894254356011,0.8219140291410516,0.5483723488600781,1.048430954749344
467.0,0.010900956172876935,0.6673787065526042,0.8219966333483848,0.5485830499546404,1.0485181212043515
468.0,0.010886219232601939,0.6675653139757317,0.8220780033245806,0.5487907604019162,1.0486004327789926
469.0,0.010871569751636754,0.6677488913342902,0.8221579661200631,0.5489950703783271,1.0486776059711447
470.0,0.010857539409574709,0.6679291294630512,0.8222363713316184,0.549195623716386,1.0487494132129698
471.0,0.01084462470328091,0.6681057701604899,0.8223130929953404,0.5493921223087065,1.0488156858712576
472.0,0.010833252450234025,0.6682786085423631,0.8223880308268423,0.5495843289228561,1.0488763160386714
473.0,0.010823751153426124,0.6684474941426001,0.8224611108770029,0.5497720685954718,1.0489312572753866
474.0,0.010816334432045344,0.6686123310075802,0.8225322857121172,0.5499552288789716,1.0489805244750374
475.0,0.010811098595650414,0.6687730770293029,0.8226015342252866,0.5501337592128703,1.049024192980776
476.0,0.01080803282876967,0.6689297426931368,0.8226688611531537,0.550307669612835,1.0490623969977733
477.0,0.010807038518316133,0.6690823893207776,0.822734296328673,0.5504770287637372,1.0490953272724468
478.0,0.010807953504852159,0.6692311268004244,0.8227978936609451,0.5506419615037301,1.0491232279581377
479.0,0.010810577312463328,0.6693761107361482,0.8228597298071412,0.5508026456197019,1.0491463925725613
480.0,0.010814694319400152,0.6695175389260696,0.8229199024931347,0.5509593078504847,1.049165158973473
481.0,0.01082009296114781,0.669655647092178,0.8229785284474207,0.5511122190104258,1.0491799033272655
482.0,0.010826580107247597,0.6697907038243466,0.8230357409329173,0.5512616881920512,1.0491910331089471
483.0,0.010833990565223307,0.6699230047557714,0.8230916868878863,0.5514080560694293,1.049198979239528
484.0,0.010842192199375615,0.6700528660457497,0.8231465237153923,0.5515516873910943,1.0492041875288496
485.0,0.010851164835004794,0.6701806181303928,0.8232004161358392,0.5516929637311132,1.049207109679925
486.0,0.010860909336599183,0.6703065980667031,0.8232535324087487,0.5518322746553046,1.049208193971939
487.0,0.010871433035658282,0.6704311416166624,0.8233060404257084,0.5519700085825017,1.0492078760409056
488.0,0.010882740578016825,0.6705545753567987,0.8233581038085775,0.5521065436659397,1.0492065700211772
489.0,0.01089484312315367,0.6706772092136828,0.8234098781948234,0.5522422391466826,1.049204660286096
490.0,0.010907730792296278,0.6707993292399874,0.8234615076439852,0.552377426982534,1.0492024939948692
491.0,0.010921355615690641,0.6709211909236369,0.823513121299795,0.5525124040837,1.049200374636419
492.0,0.010935638877282657,0.6710430134278348,0.8235648304859948,0.5526474256025059,1.049198556719827
493.0,0.010950477581318199,0.6711649748761835,0.8236167262935039,0.552782699410384,1.0491972417313304
494.0,0.010965749798376064,0.6712872087754407,0.8236688777068849,0.5529183818710546,1.0491965754527235
495.0,0.010981328546094299,0.6714098017426111,0.8237213303491868,0.5530545751009074,1.049196646707848
496.0,0.010989870036087698,0.6715327185067426,0.8237740739541325,0.553191243317793,1.0491974846119878
497.0,0.010980922942946714,0.6716557690480461,0.8238270277727461,0.5533281759012698,1.0491990560977065
498.0,0.01097136921309605,0.6717788904713088,0.8238801623962567,0.553465301375879,1.049201280772501
499.0,0.010961393889574754,0.671901981150882,0.8239334282538184,0.5536025027801786,1.0492040327112109
500.0,0.010951187870792002,0.6720249052359685,0.8239867577124012,0.5537396227673693,1.0492071468148096
501.0,0.010940951272664097,0.6721474978951728,0.824040067554221,0.5538764695719388,1.0492104258298496
502.0,0.010930886785638512,0.6722695709885225,0.8240932616119968,0.5540128234384293,1.049213647803521
503.0,0.01092118376962428,0.6723909355209368,0.8241462440743303,0.5541484640592053,1.0492165408836762
504.0,0.010912008402626844,0.6725113895313637,0.824198911373571,0.5542831551380776,1.0492188255188963
505.0,0.01090349783303011,0.6726307095226187,0.8242511453112515,0.5544166326955382,1.04922024997273
506.0,0.010895753667862022,0.6727486711678415,0.8243028258131664,0.5545486307057045,1.0492205664735494
507.0,0.010888838769851287,0.6728650542057348,0.8243538334409614,0.5546788868229577,1.0492195372999262
508.0,0.01088277717001421,0.6729796468706982,0.8244040517121747,0.5548071476000321,1.0492169401787876
509.0,0.010877556881186301,0.6730922498150393,0.8244533692066934,0.5549331731469226,1.0492125729290878
510.0,0.010873135028921687,0.6732026794943299,0.8245016814435961,0.5550567411954094,1.0492062573079104
511.0,0.010869444510081873,0.6733107709959227,0.8245488925157408,0.5551776505436077,1.049197842036377
512.0,0.010866401344577191,0.6734163802971886,0.8245949164714694,0.5552957238616796,1.0491872050005437
513.0,0.010863911967940986,0.6735193859462533,0.8246396784345225,0.5554108098461353,1.049174254638667
514.0,0.010861879873633087,0.6736196901651791,0.8246831154553822,0.5555227847175092,1.0491589305413456
515.0,0.010860211207269826,0.6737172193840139,0.8247251770901345,0.5556315530651538,1.049141203305093
516.0,0.010858819103583722,0.6738119242235973,0.8247658257064965,0.5557370480531584,1.0491210736925893
517.0,0.010857626717366427,0.6739037789547411,0.824805036520698,0.5558392310122017,1.0490985711635865
518.0,0.01085656902092415,0.6739927804705363,0.8248427973730703,0.5559380904525709,1.049073751848812
519.0,0.010855593520940265,0.6740789468163597,0.824879108254225,0.5560336405428259,1.0490466960448206
520.0,0.010854660089600955,0.6741623153281686,0.8249139805973696,0.5561259191060987,1.0490175053106296
521.0,0.010853740123028801,0.6742429404337741,0.8249474363555367,0.5562149851916608,1.0489862992473107
522.0,0.010852815205892263,0.6743208911738856,0.8249795068852365,0.5563009162830453,1.0489532120400877
523.0,0.01085187547060655,0.6743962485005934,0.8250102316605347,0.5563838052064701,1.0489183888394134
524.0,0.0108509178559642,0.6744691024110826,0.8250396568439481,0.5564637568050853,1.0488819820535225
525.0,0.010849944399208639,0.674539548973727,0.8250678337427206,0.5565408844455447,1.048844147621033
526.0,0.010848960666195749,0.6746076873030962,0.8250948171812652,0.5566153064244242,1.0488050413286891
527.0,0.010847974388909408,0.6746736165401339,0.8251206638228172,0.5566871423433362,1.0487648152367897
528.0,0.010846994348342643,0.6747374328940694,0.8251454304756594,0.5567565095234183,1.048723614273329
529.0,0.010846029514872835,0.6747992268035033,0.8251691724214867,0.556823519532106,1.0486815730573449
530.0,0.01084508843815141,0.6748590802754104,0.8251919418054434,0.5568882748975016,1.0486388130121032
531.0,0.010844178864060722,0.6749170644621497,0.8252137861287971,0.556950866087744,1.0485954398290156
532.0,0.010843307546976707,0.6749732375374662,0.8252347468858223,0.557011368833935,1.0485515413430115
533.0,0.010842480220723325,0.6750276429323061,0.8252548583859911,0.5570698418747296,1.0485071858786525
534.0,0.010841701690417937,0.6750803079894138,0.8252741468006691,0.5571263251978964,1.048462421122926
535.0,0.010840976009057788,0.6751312430915251,0.8252926294700023,0.557180838848356,1.0484172735747084
536.0,0.010840306706441576,0.67518044131101,0.8253103145003955,0.5572333823629054,1.0483717486117867
537.0,0.010839697042846133,0.6752278786186846,0.8253272006758655,0.5572839348786621,1.0483258312038042
538.0,0.010839150265374253,0.6752735146760583,0.825343277697671,0.5573324559451643,1.0482794872834182
539.0,0.010838669850716576,0.6753172942185955,0.8253585267561847,0.557378887049233,1.0482326657685725
540.0,0.010838259723192713,0.6753591490180014,0.8253729214272735,0.5574231538376252,1.0481853012065612
541.0,0.010837924441366545,0.6753990003897014,0.8253864288729392,0.5574651689960085,1.048137316986297
542.0,0.010837669350030032,0.6754367621884434,0.8253990113131723,0.5575048357149115,1.0480886290399454
543.0,0.010837500696845482,0.6754723442113854,0.8254106277234696,0.5575420516453631,1.0480391499300707
544.0,0.010837425714463588,0.6755056559053677,0.8254212357009463,0.5575767132203868,1.047988793195095
545.0,0.010837452669591973,0.6755366102546526,0.8254307934320149,0.5576087201948717,1.0479374778056432
546.0,0.010837590880442458,0.6755651277085583,0.8254392616869115,0.5576379802371764,1.0478851325686513
547.0,0.010837850703894902,0.6755911399964117,0.8254466057613821,0.5576644133925007,1.0478317003063076
548.0,0.010838243492711551,0.6756145936711941,0.8254527972841019,0.5576879562318491,1.0477771416340467
549.0,0.01083878152200299,0.6756354532240442,0.8254578158101455,0.5577085655022173,1.047721438166793
550.0,0.010839477883969491,0.6756537036199287,0.8254616501262172,0.5577262211039964,1.0476645949957883
551.0,0.010840346350454342,0.6756693521204675,0.8254642992023745,0.5577409282406441,1.047606642299687
552.0,0.010841401203736568,0.6756824292828943,0.8254657727374008,0.5577527186130886,1.047547635982708
553.0,0.010842657036999213,0.6756929890538389,0.8254660912604587,0.5577616505663683,1.0474876572686493
554.0,0.010844128526917187,0.6757011079120157,0.8254652857695854,0.5577678081374174,1.0474268112212368
555.0,0.010845830182026077,0.6757068830536397,0.8254633969073157,0.5577712989991117,1.0473652242068927
556.0,0.010847776071607952,0.6757104296567831,0.8254604736943378,0.5577722513446927,1.0473030403636883
557.0,0.010849979540822095,0.6757118773040351,0.8254565718627737,0.557770809806348,1.0472404171877336
558.0,0.010852452918769214,0.6757113656846967,0.8254517518503629,0.5577671305496341,1.0471775203933384
559.0,0.01085520722710491,0.6757090397362246,0.8254460765346648,0.5577613757292725,1.0471145182435635
560.0,0.010858251897644531,0.6757050444177307,0.8254396088013592,0.5577537075292767,1.0470515755811676
561.0,0.010861594508004734,0.6756995193341561,0.8254324090520797,0.5577442820393248,1.0469888478144092
562.0,0.01086524054456263,0.6756925934466844,0.825424532764216,0.5577332432379708,1.0469264751260572
563.0,0.01086919320174872,0.6756843801117559,0.8254160282172561,0.5577207173602843,1.0468645771760907
564.0,0.01087345322583972,0.6756749726868435,0.8254069344971764,0.5577068079219109,1.0468032485581702
565.0,0.010878018809963955,0.6756644409255791,0.8253972798820188,0.557691591652978,1.0467425552468455
566.0,0.010882885545034596,0.6756528283579832,0.8253870806982293,0.5576751155638976,1.0466825322370548
567.0,0.010888046428913426,0.6756401508141365,0.8253763407189437,0.5576573953217673,1.0466231825307355
568.0,0.010893491933461712,0.6756263962028153,0.8253650511528052,0.5576384150621221,1.0465644775689178
569.0,0.01089921012646326,0.6756115256021409,0.8253531912459134,0.5576181286982471,1.0465063591436707
570.0,0.010905186842917199,0.6755954756593341,0.8253407294911907,0.5575964627216228,1.0464487427553815
571.0,0.010911405898077804,0.6755781622338536,0.8253276254100606,0.557573320415359,1.046391522310128
572.0,0.010908551770825455,0.6755595107784459,0.8253138491924922,0.5575486201991561,1.0463346181429962
