グリッドi,断面積比A,U1,U2,U3,密度rho,速度V,温度T,マッハ数M,圧力P
52.0,3.4255000000000013,2.1830527042679204,0.588188481641476,5.3968478959139246,0.6372946151709005,0.26943393555801626,0.9685360924834926,0.2737753798049829,0.617242836338395
53.0,3.662000000000001,2.351795598218993,0.5820550967404129,5.813159475600855,0.6422161655431438,0.247493913663756,0.9715675825270904,0.2510891898781821,0.6239564074165699
54.0,3.909500000000002,2.5300699630333465,0.576136584965942,6.256395796873479,0.6471594738542896,0.22771567323585054,0.9746068932034985,0.2306631316014117,0.6307260842203399
55.0,4.168000000000001,2.717899177331095,0.5707637286913849,6.726658947115499,0.6520871346763663,0.21000180339723262,0.9776309605422913,0.21239072670740763,0.6375005718309263
56.0,4.4375,2.911656511597948,0.5660955540387482,7.2115884684410725,0.6561479462755939,0.19442387925355556,0.9801354925584232,0.19638420100368048,0.6431138905140271
57.0,4.718000000000002,3.1095308734983917,0.5848357848125658,7.710072070433146,0.6590781842938513,0.1880784621876398,0.9818941660891276,0.18980459640177588,0.6471450241547475
58.0,5.009500000000001,3.2160972115438,0.5867484460131086,7.892667377310808,0.6419996429870843,0.18244114136446019,0.9723256386555551,0.18501924813704265,0.6242327128840551
59.0,5.312000000000003,3.4271987679186933,0.8696262596542028,8.426761528199739,0.6451804909485488,0.25374258061557337,0.9654880548777066,0.25823785157246587,0.6229140572509582
60.0,5.6255000000000015,2.8854098423140666,0.5658929690857816,7.232314103054074,0.5129161571974163,0.19612221487119547,0.991834861086097,0.1969278343020468,0.5087281255227141
61.0,5.95,2.34362091670944,0.26215967851736033,10.11172780276248,0.3938858683545277,0.11186095696971571,1.722326324714416,0.08523555838781983,0.6784
