グリッドi,断面積比A,U1,U2,U3,密度rho,速度V,温度T,マッハ数M,圧力P
51.0,3.2,1.7617617415168438,0.6983538430241522,4.314758572132357,0.5505505442240136,0.3963951688625515,0.9356501761497691,0.4097996668090661,0.5151227136825496
52.0,3.4255000000000013,1.885082314662357,0.7048410882810019,4.612558259750981,0.55030865995106,0.37390467397560206,0.9396041459168397,0.3857344538765116,0.5170722984239563
53.0,3.662000000000001,2.0652520994675165,0.7049617393439519,5.030882058220563,0.5639683504826641,0.34134415819052405,0.9417616104965045,0.3517401813192632,0.5311237420196109
54.0,3.909500000000002,2.2004026334784266,0.699758196878137,5.370431614053222,0.5628347956205206,0.3180137063242602,0.9479462797053315,0.32662842380385015,0.5335371505971831
55.0,4.168000000000001,2.396514148414496,0.713833187072965,5.81914273246816,0.5749794022107715,0.29786312237932255,0.946425545427785,0.3061776678488533,0.5441751943470712
56.0,4.4375,2.5260611803903408,0.6881290835070953,6.155761369758608,0.5692532237499359,0.27241188331026955,0.9539821503624143,0.27890475868478687,0.5430574144937005
57.0,4.718000000000002,2.7630287566477043,0.7350765606933528,6.705689526701726,0.5856355991199031,0.26604014124890907,0.9509560985165431,0.2728141774778657,0.5569137444914614
58.0,5.009500000000001,2.8469789796346667,0.648210380081671,6.913035558234817,0.5683159955354159,0.22768358485205653,0.9567650204366376,0.2327711092584228,0.5437448650829102
59.0,5.312000000000003,3.270572667183089,0.8410413187607662,7.853732416319448,0.6156951557197077,0.25715414526629266,0.9420170859474224,0.26495013154648694,0.5799953564230235
60.0,5.6255000000000015,2.6063493748709257,0.4035510814231833,7.193587604385206,0.46330981688221934,0.15483383974305762,1.097297134281675,0.14780998112933694,0.5083885343494269
61.0,5.95,1.9421260825587625,-0.033939155914399555,10.091615166873137,0.32640774496785924,-0.01747525879971939,2.0783820557529995,-0.012121627224973513,0.6784
