ステップ数,時間ステップ密度rho,,温度T,圧力P,マッハ数M
435,0.009511128,0.79669296,0.883188637,0.703630169,1.062642913
436,0.009506856,0.79599266,0.882975872,0.702842313,1.062216076
437,0.009502311,0.795311247,0.882771087,0.702077774,1.061811968
438,0.009497985,0.794646077,0.882573136,0.70133328,1.061427772
439,0.009493936,0.793994431,0.882380834,0.700605469,1.061060622
440,0.009490215,0.793353532,0.882192966,0.699890906,1.060707616
441,0.009486873,0.792720567,0.882008296,0.699186116,1.060365846
442,0.009483954,0.792092703,0.881825575,0.698487603,1.060032407
443,0.009481499,0.79146711,0.881643551,0.697791874,1.059704426
444,0.009479544,0.790840981,0.881460976,0.697095463,1.059379073
445,0.00947812,0.790211547,0.881276616,0.696394958,1.059053584
446,0.009477251,0.789576095,0.881089258,0.695687015,1.058725273
447,0.009476955,0.788931992,0.880897717,0.69496839,1.058391555
448,0.009477247,0.788276694,0.880700847,0.694235952,1.058049956
449,0.009478132,0.787607767,0.880497546,0.693486706,1.05769813
450,0.009479612,0.786922902,0.880286761,0.692717813,1.057333874
451,0.00948168,0.786219927,0.8800675,0.691926605,1.056955136
452,0.009484328,0.785496822,0.879838831,0.691110606,1.056560032
453,0.009487538,0.784751732,0.879599895,0.690267541,1.056146851
454,0.009491291,0.783982973,0.879349905,0.689395353,1.055714068
455,0.00949556,0.783189049,0.879088153,0.688492215,1.055260347
456,0.009500316,0.782368653,0.878814015,0.687556537,1.054784552
457,0.009505527,0.781520675,0.878526951,0.686586976,1.054285746
458,0.009511158,0.780644209,0.878226512,0.68558244,1.053763199
459,0.009517168,0.779738554,0.877912335,0.684542094,1.053216386
460,0.009523519,0.778803216,0.877584151,0.683465359,1.052644988
461,0.009530168,0.777837908,0.877241782,0.682351912,1.052048888
462,0.009537072,0.776842546,0.87688514,0.681201684,1.051428174
463,0.009544189,0.775817246,0.876514226,0.680014853,1.050783125
464,0.009551475,0.774762322,0.876129132,0.67879184,1.050114211
465,0.009558887,0.773678273,0.87573003,0.677533297,1.049422085
466,0.009566383,0.77256578,0.875317179,0.676240099,1.04870757
467,0.009573922,0.771425692,0.874890912,0.674913327,1.047971651
468,0.009581464,0.770259018,0.874451638,0.67355426,1.047215466
469,0.009588972,0.769066913,0.873999835,0.672164355,1.046440289
470,0.009596409,0.767850668,0.87353604,0.670745232,1.045647519
471,0.009603741,0.766611692,0.873060853,0.669298658,1.044838667
472,0.009610937,0.765351499,0.872574922,0.667826524,1.04401534
473,0.009617966,0.764071696,0.87207894,0.666330834,1.043179225
474,0.009624803,0.762773965,0.871573639,0.66481368,1.04233208
475,0.009631422,0.761460048,0.871059784,0.663277225,1.041475709
476,0.009637801,0.760131735,0.870538163,0.661723684,1.040611959
477,0.00964392,0.758790844,0.870009584,0.660155307,1.039742693
478,0.009649763,0.757439212,0.869474869,0.65857436,1.038869785
479,0.009655314,0.756078679,0.868934842,0.656983107,1.037995101
480,0.00966056,0.754711071,0.86839033,0.655383796,1.03712049
481,0.009665492,0.753338195,0.867842154,0.653778641,1.036247766
482,0.009670102,0.751961819,0.867291121,0.652169809,1.035378699
483,0.009674384,0.750583669,0.866738024,0.650559406,1.034515006
484,0.009678335,0.749205412,0.866183635,0.648949467,1.033658337
485,0.009681954,0.74782865,0.865628697,0.64734194,1.032810268
486,0.009685243,0.746454912,0.865073926,0.645738682,1.031972291
487,0.009688204,0.745085647,0.864520003,0.644141446,1.031145811
488,0.009690843,0.743722215,0.863967574,0.642551878,1.030332133
489,0.009693168,0.742365883,0.863417244,0.640971505,1.029532462
490,0.009695188,0.741017824,0.862869575,0.639401735,1.028747897
491,0.009696915,0.739679107,0.862325086,0.63784385,1.027979426
492,0.009698363,0.738350699,0.861784253,0.636299005,1.027227924
493,0.009699548,0.737033461,0.861247499,0.634768225,1.026494155
494,0.009700487,0.735728146,0.860715205,0.633252403,1.025778764
495,0.009701199,0.734435403,0.860187701,0.631752301,1.025082281
496,0.009701707,0.73315577,0.859665267,0.630268551,1.024405123
497,0.009702033,0.731889683,0.859148136,0.628801657,1.023747591
498,0.0097022,0.730637469,0.858636493,0.627351993,1.023109876
499,0.009702236,0.729399354,0.858130473,0.625919812,1.022492057
500,0.009702165,0.728175464,0.857630166,0.624505244,1.02189411
501,0.009702017,0.726965827,0.857135615,0.623108301,1.021315905
502,0.009701819,0.725770377,0.85664682,0.621728885,1.020757213
503,0.0097016,0.724588957,0.856163735,0.620366788,1.020217712
504,0.009701389,0.723421324,0.855686275,0.619021697,1.019696987
505,0.009701215,0.722267152,0.855214314,0.617693207,1.019194542
506,0.009701106,0.721126039,0.854747688,0.616380814,1.018709798
507,0.009701091,0.719997508,0.854286199,0.615083934,1.018242101
508,0.009701196,0.718881017,0.853829613,0.613801901,1.017790731
509,0.009701447,0.717775959,0.853377667,0.612533974,1.017354904
510,0.009701869,0.716681671,0.852930068,0.611279347,1.016933778
511,0.009702485,0.715597438,0.852486497,0.610037153,1.016526462
512,0.009703315,0.714522499,0.85204661,0.608806473,1.01613202
513,0.009704379,0.713456051,0.851610043,0.607586338,1.015749478
514,0.009705693,0.712397257,0.851176414,0.606375742,1.015377829
515,0.009707271,0.711345252,0.850745322,0.605173645,1.01501604
516,0.009709126,0.710299145,0.850316355,0.60397898,1.014663061
517,0.009711266,0.709258029,0.84988909,0.602790661,1.014317826
518,0.009713698,0.708220983,0.849463096,0.601607589,1.013979262
519,0.009716427,0.707187081,0.849037934,0.600428658,1.013646295
520,0.009719454,0.706155394,0.848613166,0.599252765,1.013317858
521,0.009722778,0.705125,0.848188351,0.598078811,1.01299289
522,0.009726396,0.704094983,0.847763051,0.596905711,1.012670351
523,0.009730301,0.703064444,0.847336834,0.5957324,1.012349219
524,0.009734486,0.702032504,0.846909274,0.594557838,1.012028501
525,0.009738941,0.700998307,0.846479955,0.593381016,1.011707234
526,0.009743653,0.699961028,0.846048473,0.592200959,1.011384494
527,0.009748609,0.698919873,0.845614438,0.591016736,1.011059398
528,0.009753794,0.697874089,0.845177477,0.589827461,1.010731107
529,0.009759191,0.696822962,0.844737234,0.588632301,1.010398835
530,0.009764783,0.695765824,0.844293374,0.587430475,1.010061845
531,0.00977055,0.694702057,0.843845584,0.586221263,1.009719462
532,0.009776474,0.693631092,0.843393573,0.585004005,1.009371066
533,0.009782535,0.692552416,0.842937077,0.583778109,1.009016102
534,0.009788712,0.691465571,0.842475856,0.582543048,1.008654081
535,0.009794986,0.690370157,0.842009696,0.581298367,1.008284576
536,0.009801335,0.689265836,0.841538415,0.580043679,1.007907231
537,0.009807741,0.688152327,0.841061856,0.578778673,1.007521759
538,0.009814183,0.687029413,0.840579892,0.57750311,1.007127941
539,0.009820642,0.685896937,0.840092427,0.576216822,1.006725626
540,0.0098271,0.684754804,0.839599391,0.574919716,1.006314735
541,0.009833538,0.68360298,0.839100748,0.573611771,1.005895254
542,0.009839941,0.68244149,0.838596487,0.572293036,1.005467238
543,0.009846291,0.681270419,0.838086628,0.570963628,1.005030807
544,0.009852574,0.680089907,0.837571219,0.569623733,1.004586144
545,0.009858776,0.678900151,0.837050336,0.568273599,1.004133492
546,0.009864883,0.677701398,0.836524078,0.566913538,1.003673154
547,0.009870885,0.676493949,0.835992573,0.565543917,1.003205488
548,0.009876769,0.675278146,0.835455972,0.56416516,1.002730902
549,0.009882527,0.674054382,0.834914448,0.562777742,1.002249855
550,0.009888151,0.672823084,0.834368195,0.561382183,1.001762849
551,0.009893632,0.671584722,0.833817428,0.559979045,1.001270426
552,0.009898966,0.670339795,0.833262378,0.558568932,1.000773168
553,0.009904147,0.669088835,0.832703294,0.557152477,1.000271685
554,0.009909172,0.667832398,0.832140438,0.555730344,0.999766618
555,0.009914037,0.666571062,0.831574087,0.554303222,0.999258629
556,0.009918743,0.665305425,0.831004525,0.552871819,0.998748401
557,0.009923288,0.664036099,0.830432049,0.551436858,0.99823663
558,0.009927673,0.662763704,0.829856959,0.549999072,0.997724025
559,0.0099319,0.66148887,0.829279563,0.548559201,0.997211299
560,0.009935972,0.660212228,0.828700172,0.547117987,0.996699165
561,0.009939893,0.658934409,0.828119099,0.545676169,0.996188338
562,0.009943667,0.657656041,0.827536654,0.54423448,0.995679523
563,0.009947301,0.656377743,0.826953148,0.542793641,0.995173416
564,0.009950801,0.655100123,0.826368889,0.541354361,0.994670699
565,0.009954174,0.653823779,0.825784177,0.539917331,0.994172038
566,0.009957429,0.652549289,0.825199308,0.538483222,0.993678077
567,0.009960575,0.651277215,0.82461457,0.53705268,0.993189437
568,0.00996362,0.650008095,0.824030241,0.535626327,0.992706714
569,0.009966577,0.648742445,0.823446589,0.534204753,0.992230471
570,0.009969454,0.647480755,0.822863871,0.532788521,0.991761246
571,0.009972264,0.646223489,0.822282331,0.531378157,0.991299537
572,0.009975018,0.644971081,0.821702199,0.529974156,0.990845813
573,0.009977728,0.643723934,0.821123693,0.528576974,0.990400502
574,0.009980405,0.642482422,0.820547015,0.527187033,0.989963995
575,0.009983063,0.641246883,0.81997235,0.525804713,0.989536643
576,0.009985713,0.640017625,0.819399869,0.524430358,0.98911876
577,0.009988368,0.638794922,0.818829725,0.52306427,0.988710614
578,0.009991039,0.637579011,0.818262057,0.521706714,0.988312436
579,0.009993738,0.636370099,0.817696985,0.520357911,0.987924413
580,0.009996477,0.635168354,0.81713461,0.519018045,0.98754669
581,0.009999267,0.633973914,0.816575019,0.517687261,0.987179372
582,0.010002118,0.63278688,0.816018281,0.516365662,0.986822521
583,0.01000504,0.631607321,0.815464447,0.515053315,0.98647616
584,0.010008043,0.630435272,0.814913552,0.513750247,0.986140271
585,0.010011135,0.629270737,0.814365614,0.512456451,0.985814797
586,0.010014324,0.628113689,0.813820635,0.511171881,0.985499643
587,0.010017617,0.626964069,0.8132786,0.50989646,0.985194676
588,0.010021021,0.625821789,0.81273948,0.508630076,0.984899731
589,0.01002454,0.624686735,0.81220323,0.507372584,0.984614604
590,0.010028179,0.623558765,0.811669793,0.506123813,0.984339062
591,0.010031941,0.622437711,0.811139094,0.504883561,0.984072841
592,0.010035829,0.621323382,0.81061105,0.503651599,0.983815647
593,0.010039845,0.620215565,0.810085562,0.502427675,0.98356716
594,0.010043989,0.619114028,0.809562522,0.501211514,0.983327035
595,0.01004826,0.618018518,0.809041811,0.500002821,0.983094905
596,0.010052658,0.616928766,0.808523298,0.49880128,0.982870382
597,0.010057181,0.615844488,0.808006848,0.497606563,0.982653061
598,0.010061826,0.614765388,0.807492314,0.496418325,0.982442522
599,0.010066589,0.613691157,0.806979544,0.49523621,0.982238331
600,0.010071465,0.61262148,0.80646838,0.494059853,0.982040044
601,0.010076452,0.611556033,0.805958661,0.492888882,0.98184721
602,0.010081541,0.610494487,0.805450221,0.491722919,0.981659372
603,0.010086728,0.60943651,0.80494289,0.490561586,0.981476072
604,0.010092007,0.608381772,0.8044365,0.489404503,0.981296851
605,0.010097369,0.607329941,0.80393088,0.488251294,0.981121255
606,0.010102808,0.606280691,0.803425861,0.487101586,0.980948832
607,0.010108317,0.6052337,0.802921276,0.485955015,0.980779143
608,0.010113888,0.604188654,0.802416962,0.484811224,0.980611755
609,0.010119512,0.60314525,0.801912757,0.48366987,0.980446253
610,0.010125182,0.602103192,0.801408508,0.482530621,0.980282234
611,0.010130889,0.601062203,0.800904065,0.481393162,0.980119316
612,0.010136627,0.600022017,0.800399286,0.480257194,0.979957137
613,0.010142387,0.598982385,0.799894039,0.479122439,0.979795355
614,0.010148161,0.597943077,0.799388198,0.477988639,0.979633657
615,0.010153941,0.596903882,0.798881649,0.476855558,0.979471753
616,0.010159721,0.595864612,0.798374288,0.475722985,0.979309383
617,0.010165494,0.594825097,0.797866021,0.474590733,0.979146317
618,0.010171251,0.593785195,0.797356767,0.473458643,0.978982354
619,0.010176988,0.592744783,0.796846458,0.472326581,0.978817328
620,0.010182697,0.591703767,0.796335038,0.471194442,0.978651106
621,0.010188374,0.590662077,0.795822465,0.470062151,0.978483588
622,0.010194012,0.589619669,0.795308711,0.468929659,0.978314709
623,0.010199607,0.588576523,0.794793762,0.467796949,0.978144441
624,0.010205154,0.58753265,0.794277617,0.466664033,0.97797279
625,0.010210649,0.586488084,0.79376029,0.465530952,0.977799797
626,0.010216088,0.585442886,0.79324181,0.464397775,0.977625539
627,0.010221469,0.584397143,0.79272222,0.463264601,0.977450128
628,0.010226788,0.583350967,0.792201576,0.462131556,0.977273708
629,0.010232043,0.582304496,0.79167995,0.460998794,0.977096459
630,0.010237233,0.58125789,0.791157424,0.459866495,0.976918591
631,0.010242355,0.580211334,0.790634096,0.458734864,0.976740347
632,0.010247409,0.579165035,0.790110077,0.45760413,0.976561997
633,0.010252394,0.578119218,0.789585487,0.456474544,0.976383841
634,0.010257311,0.577074132,0.789060459,0.455346379,0.976206203
635,0.010262159,0.576030041,0.788535139,0.454219928,0.976029435
636,0.01026694,0.574987226,0.788009679,0.4530955,0.975853908
637,0.010271654,0.573945986,0.787484244,0.451973421,0.975680014
638,0.010276302,0.572906631,0.786959004,0.450854032,0.975508165
639,0.010280888,0.571869484,0.786434139,0.449737685,0.975338786
640,0.010285413,0.570834878,0.785909835,0.448624745,0.975172318
641,0.010289879,0.569803155,0.785386283,0.447515582,0.975009212
642,0.01029429,0.568774663,0.784863681,0.446410576,0.974849926
643,0.010298649,0.567749757,0.784342228,0.445310109,0.974694927
644,0.010302959,0.566728791,0.783822127,0.444214567,0.974544685
645,0.010307224,0.565712126,0.783303585,0.443124336,0.974399668
646,0.010311447,0.564700119,0.782786805,0.442039802,0.974260348
647,0.010315633,0.563693126,0.782271996,0.440961347,0.97412719
648,0.010319787,0.5626915,0.781759361,0.439889348,0.974000654
649,0.010323912,0.561695588,0.781249104,0.438824175,0.97388119
650,0.010328012,0.56070573,0.780741425,0.437766191,0.97376924
651,0.010332094,0.559722258,0.780236522,0.436715748,0.973665233
652,0.010336161,0.558745495,0.779734585,0.435673187,0.973569581
653,0.010340218,0.557775751,0.779235803,0.434638835,0.973482682
654,0.01034427,0.556813326,0.778740355,0.433613007,0.973404914
655,0.010348321,0.555858503,0.778248416,0.432596,0.973336634
656,0.010352377,0.554911554,0.777760152,0.431588095,0.97327818
657,0.01035644,0.553972734,0.777275722,0.430589557,0.973229864
658,0.010360517,0.553042279,0.776795276,0.42960063,0.973191974
659,0.010364611,0.552120412,0.776318953,0.42862154,0.973164773
660,0.010368726,0.551207333,0.775846884,0.427652492,0.973148498
661,0.010372867,0.550303227,0.775379191,0.426693671,0.973143355
662,0.010377037,0.549408259,0.774915983,0.425745241,0.973149526
663,0.010381239,0.548522573,0.774457361,0.424807344,0.97316716
664,0.010385476,0.547646295,0.774003413,0.423880101,0.973196381
665,0.010389753,0.546779529,0.773554216,0.42296361,0.97323728
666,0.01039407,0.545922363,0.773109838,0.422057949,0.97328992
667,0.010398432,0.545074859,0.772670332,0.421163173,0.973354336
668,0.010402839,0.544237066,0.772235745,0.420279316,0.973430532
669,0.010407295,0.543409008,0.771806107,0.419406391,0.973518483
670,0.010411799,0.542590693,0.771381443,0.418544392,0.973618139
671,0.010416353,0.541782111,0.770961763,0.417693292,0.973729421
672,0.010420959,0.540983233,0.770547069,0.416853044,0.973852225
673,0.010425617,0.540194012,0.770137352,0.416023586,0.97398642
674,0.010430326,0.539414388,0.769732593,0.415204835,0.974131854
675,0.010435088,0.538644281,0.769332766,0.414396695,0.97428835
676,0.0104399,0.537883602,0.768937834,0.413599052,0.974455715
677,0.010444764,0.537132246,0.768547754,0.412811781,0.974633731
678,0.010449677,0.536390095,0.768162475,0.412034743,0.974822168
679,0.010454639,0.535657023,0.767781939,0.411267788,0.975020779
680,0.010459648,0.534932894,0.767406083,0.410510756,0.975229303
681,0.010464703,0.534217562,0.767034838,0.409763481,0.975447471
682,0.010469801,0.533510878,0.766668131,0.409025788,0.975675002
683,0.01047494,0.532812685,0.766305888,0.408297498,0.975911612
684,0.010480118,0.532122826,0.765948028,0.407578429,0.976157011
685,0.010485333,0.531441138,0.765594473,0.406868398,0.976410907
686,0.010490581,0.530767463,0.765245141,0.406167222,0.976673012
687,0.01049586,0.53010164,0.764899952,0.405474719,0.976943039
688,0.010501167,0.529443514,0.764558828,0.404790712,0.977220707
689,0.010506499,0.528792933,0.764221692,0.40411503,0.977505745
690,0.010511853,0.528149753,0.76388847,0.403447507,0.977797891
691,0.010517226,0.527513838,0.763559093,0.402787987,0.978096897
692,0.010522614,0.526885059,0.763233496,0.402136326,0.978402531
693,0.010528014,0.526263301,0.762911622,0.401492389,0.978714578
694,0.010533423,0.525648461,0.762593419,0.400856057,0.979032841
695,0.010538838,0.525040447,0.762278842,0.400227224,0.979357148
696,0.010544255,0.524439184,0.761967857,0.399605801,0.979687348
697,0.010549672,0.523844615,0.761660436,0.398991718,0.980023315
698,0.010555085,0.523256696,0.761356563,0.39838492,0.98036495
699,0.010560491,0.522675405,0.761056231,0.397785374,0.980712183
700,0.010565887,0.522100735,0.760759446,0.397193066,0.98106497
701,0.010571271,0.521532702,0.760466222,0.396608003,0.981423298
702,0.010576639,0.520971341,0.760176586,0.396030215,0.981787187
703,0.01058199,0.520416705,0.759890578,0.395459751,0.982156682
704,0.01058732,0.519868872,0.75960825,0.394896684,0.982531865
705,0.010592627,0.519327938,0.759329663,0.394341108,0.982912843
706,0.010597909,0.518794018,0.759054895,0.393793139,0.983299759
707,0.010603163,0.518267252,0.758784032,0.393252915,0.983692781
708,0.010608389,0.517747795,0.758517175,0.392720595,0.984092109
709,0.010613584,0.517235826,0.758254433,0.392196358,0.98449797
710,0.010618747,0.516731538,0.75799593,0.391680403,0.984910617
711,0.010623875,0.516235146,0.757741799,0.391172948,0.985330329
712,0.010628969,0.515746879,0.757492182,0.390674229,0.985757409
713,0.010634027,0.515266982,0.757247232,0.390184496,0.986192178
714,0.010639048,0.514795716,0.757007111,0.389704018,0.986634979
715,0.010644031,0.514333352,0.756771988,0.389233073,0.987086172
716,0.010648976,0.513880175,0.756542039,0.388771956,0.987546127
717,0.010653883,0.513436478,0.756317448,0.388320967,0.988015231
718,0.010658751,0.513002562,0.7560984,0.387880417,0.988493874
719,0.010663581,0.512578735,0.755885089,0.387450622,0.988982454
720,0.010668372,0.512165307,0.755677707,0.387031905,0.989481373
721,0.010673126,0.511762593,0.755476451,0.386624588,0.989991027
722,0.010677842,0.511370906,0.755281517,0.386228994,0.990511813
723,0.010682521,0.510990557,0.755093101,0.385845444,0.991044117
724,0.010687165,0.510621854,0.754911395,0.385474257,0.991588315
725,0.010691774,0.510265098,0.75473659,0.38511574,0.99214477
726,0.010696349,0.509920582,0.754568871,0.384770198,0.992713826
727,0.010700892,0.509588589,0.754408417,0.384437921,0.993295807
728,0.010705404,0.509269388,0.7542554,0.384119186,0.993891014
729,0.010709886,0.508963236,0.754109984,0.383814258,0.99449972
730,0.01071434,0.508670372,0.753972324,0.383523382,0.995122169
731,0.010718768,0.508391018,0.753842562,0.383246787,0.995758572
732,0.010723172,0.508125375,0.753720832,0.38298468,0.996409107
733,0.010727553,0.507873624,0.75360725,0.382737245,0.997073913
734,0.010731913,0.507635923,0.753501924,0.382504645,0.997753091
735,0.010736255,0.507412405,0.753404944,0.382287014,0.9984467
736,0.010740579,0.507203177,0.753316384,0.382084464,0.999154758
737,0.010744889,0.507008322,0.753236306,0.381897076,0.999877237
738,0.010749185,0.506827894,0.753164752,0.381724905,1.000614068
739,0.010753471,0.506661919,0.753101748,0.381567977,1.001365133
740,0.010757748,0.506510396,0.753047303,0.381426288,1.002130271
741,0.010762017,0.506373295,0.753001409,0.381299804,1.002909274
742,0.010766282,0.506250556,0.752964039,0.381188464,1.003701891
743,0.010770542,0.506142093,0.752935151,0.381092174,1.004507826
744,0.010774801,0.506047791,0.752914685,0.381010813,1.005326739
745,0.01077906,0.505967508,0.752902562,0.380944233,1.006158252
746,0.01078332,0.505901075,0.75289869,0.380892257,1.007001944
747,0.010787583,0.505848299,0.75290296,0.380854682,1.00785736
748,0.01079185,0.505808962,0.752915248,0.38083128,1.008724008
749,0.010796122,0.505782825,0.752935417,0.380821802,1.009601369
750,0.010800401,0.505769628,0.752963316,0.380825976,1.01048889
751,0.010804687,0.505769091,0.752998782,0.38084351,1.011385999
752,0.010808981,0.505780921,0.753041645,0.380874097,1.012292101
753,0.010813283,0.505804808,0.753091723,0.380917414,1.013206584
754,0.010817594,0.505840432,0.753148826,0.380973127,1.014128825
755,0.010821915,0.505887464,0.75321276,0.381040893,1.015058192
756,0.010826245,0.505945568,0.753283327,0.381120361,1.015994052
757,0.010830584,0.506014406,0.753360326,0.381211178,1.016935771
758,0.010834933,0.50609364,0.753443554,0.38131299,1.017882721
759,0.01083929,0.506182932,0.753532811,0.381425447,1.018834287
760,0.010843655,0.506281952,0.753627897,0.381548203,1.019789867
761,0.010848027,0.506390377,0.753728621,0.381680921,1.02074888
762,0.010852406,0.506507897,0.753834794,0.381823276,1.021710768
763,0.01085679,0.506634212,0.753946236,0.381974957,1.022675
764,0.010861178,0.506769042,0.754062778,0.382135672,1.02364108
765,0.010865569,0.506912125,0.754184261,0.382305146,1.024608544
766,0.010869962,0.507063219,0.754310536,0.382483128,1.025576967
767,0.010874353,0.507222106,0.75444147,0.382669392,1.026545966
768,0.010878743,0.507388593,0.754576946,0.382863734,1.027515199
769,0.010883128,0.507562511,0.754716858,0.383065984,1.02848437
770,0.010887507,0.507743722,0.754861119,0.383275994,1.029453229
771,0.010891878,0.507932114,0.755009658,0.383493652,1.030421573
772,0.010896238,0.508127604,0.755162422,0.383718872,1.031389244
773,0.010900585,0.508330137,0.755319373,0.3839516,1.032356132
774,0.010904917,0.508539688,0.755480491,0.384191813,1.033322172
775,0.010909232,0.50875626,0.755645774,0.384439518,1.034287342
776,0.010913526,0.508979881,0.755815234,0.384694748,1.035251661
777,0.010917797,0.509210608,0.755988898,0.384957567,1.036215188
778,0.010922044,0.509448519,0.756166809,0.385228061,1.037178017
779,0.010926262,0.509693716,0.756349023,0.385506344,1.038140274
780,0.010930451,0.509946319,0.756535606,0.385792547,1.039102114
781,0.010934606,0.510206466,0.756726635,0.386086822,1.040063713
782,0.010938726,0.510474309,0.756922197,0.386389335,1.041025266
783,0.010942808,0.51075001,0.757122383,0.386700265,1.041986982
784,0.010946849,0.511033742,0.75732729,0.387019799,1.042949077
785,0.010950848,0.511325677,0.757537017,0.387348128,1.043911771
786,0.010954802,0.511625992,0.757751665,0.387685447,1.044875278
787,0.010958708,0.511934858,0.757971331,0.388031945,1.045839804
788,0.010962564,0.51225244,0.758196109,0.388387807,1.046805542
789,0.010966369,0.512578894,0.758426086,0.388753204,1.047772662
790,0.01097012,0.51291436,0.758661342,0.389128296,1.048741311
791,0.010973815,0.513258959,0.758901946,0.389513223,1.049711605
792,0.010977452,0.513612796,0.759147955,0.389908103,1.050683624
793,0.010981031,0.513975946,0.75939941,0.39031303,1.05165741
794,0.010984548,0.514348461,0.759656338,0.390728068,1.052632961
795,0.010988004,0.514730361,0.759918747,0.391153251,1.053610231
796,0.010991396,0.515121637,0.760186629,0.39158858,1.054589124
797,0.010994723,0.515522244,0.760459952,0.39203402,1.055569493
798,0.010997985,0.515932102,0.760738666,0.392489499,1.05655114
799,0.01100118,0.516351097,0.7610227,0.392954906,1.057533814
800,0.011004308,0.516779078,0.76131196,0.393430092,1.058517213
801,0.011007368,0.517215855,0.761606331,0.393914869,1.059500983
802,0.01101036,0.517661204,0.761905677,0.39440901,1.060484722
803,0.011013284,0.518114867,0.762209842,0.394912251,1.061467979
804,0.011016138,0.518576551,0.762518648,0.39542429,1.06245026
805,0.011018924,0.51904593,0.762831901,0.395944793,1.063431033
806,0.011021641,0.519522651,0.763149387,0.396473392,1.064409727
807,0.01102429,0.520006333,0.763470879,0.397009692,1.065385744
808,0.011026871,0.520496573,0.763796135,0.397553271,1.06635846
809,0.011029383,0.520992948,0.764124902,0.398103685,1.067327232
810,0.011031829,0.521495018,0.764456917,0.398660474,1.068291404
811,0.011034208,0.522002335,0.764791912,0.399223164,1.069250318
812,0.011036522,0.52251444,0.765129613,0.399791272,1.070203313
813,0.01103877,0.523030876,0.765469748,0.400364313,1.07114974
814,0.011040954,0.523551183,0.765812043,0.400941801,1.072088964
815,0.011043075,0.524074914,0.766156229,0.40152326,1.073020372
816,0.011045134,0.52460163,0.766502046,0.402108223,1.073943381
817,0.011047131,0.52513091,0.766849242,0.40269624,1.074857442
818,0.011049068,0.525662352,0.767197577,0.403286883,1.075762049
819,0.011050946,0.526195581,0.767546827,0.403879749,1.076656742
820,0.011052765,0.52673025,0.767896784,0.404474465,1.077541112
821,0.011054527,0.527266044,0.768247259,0.405070693,1.078414806
822,0.011056232,0.527802681,0.768598083,0.405668129,1.079277531
823,0.011057881,0.528339921,0.76894911,0.406266512,1.080129055
824,0.011059475,0.528877559,0.769300217,0.406865621,1.080969208
825,0.011061016,0.529415434,0.769651304,0.407465279,1.081797885
826,0.011062502,0.529953425,0.770002296,0.408065354,1.082615047
827,0.011063935,0.530491452,0.770353143,0.408665757,1.083420715
828,0.011065316,0.531029478,0.770703818,0.409266446,1.084214974
829,0.011066644,0.531567506,0.771054319,0.409867421,1.084997966
830,0.011067919,0.532105577,0.771404664,0.410468724,1.085769887
831,0.011069142,0.532643768,0.771754895,0.411070435,1.086530986
832,0.011070312,0.53318219,0.772105072,0.411672673,1.087281556
833,0.01107143,0.533720984,0.772455274,0.412275589,1.088021931
834,0.011072493,0.534260318,0.772805594,0.412879362,1.088752476
835,0.011073503,0.534800381,0.773156138,0.413484197,1.089473587
836,0.011074457,0.535341382,0.773507024,0.414090319,1.090185676
837,0.011075356,0.53588354,0.773858377,0.414697966,1.090889169
838,0.011076197,0.536427085,0.774210326,0.415307389,1.091584498
839,0.011076979,0.536972249,0.774563004,0.415918839,1.092272092
840,0.011077701,0.537519263,0.774916541,0.416532568,1.09295237
841,0.011078362,0.538068348,0.775271064,0.417148821,1.093625735
842,0.011078959,0.538619717,0.775626694,0.417767831,1.094292566
843,0.01107949,0.539173565,0.775983541,0.418389812,1.094953214
844,0.011079953,0.539730066,0.776341705,0.41901496,1.095607991
845,0.011080347,0.540289368,0.776701271,0.419643439,1.096257172
846,0.011080668,0.540851593,0.777062307,0.420275387,1.096900984
847,0.011080914,0.54141683,0.777424863,0.420910905,1.097539608
848,0.011081083,0.541985134,0.77778897,0.421550059,1.098173169
849,0.011081172,0.542556522,0.778154639,0.422192874,1.098801743
850,0.011081178,0.543130975,0.778521857,0.422839335,1.099425349
851,0.011081099,0.543708435,0.778890592,0.423489385,1.100043951
852,0.011080932,0.544288805,0.779260786,0.424142922,1.100657458
853,0.011080674,0.544871949,0.779632361,0.424799804,1.101265728
854,0.011080322,0.545457694,0.780005219,0.425459848,1.10186857
855,0.011079875,0.546045832,0.780379239,0.42612283,1.102465743
856,0.011079329,0.546636119,0.780754282,0.426788491,1.103056967
857,0.011078682,0.547228283,0.781130192,0.427456534,1.103641923
858,0.011077931,0.547822025,0.781506797,0.428126635,1.104220259
859,0.011077074,0.548417019,0.78188391,0.428798443,1.104791599
860,0.011076109,0.549012923,0.782261337,0.429471583,1.105355546
861,0.011075034,0.549609378,0.782638871,0.430145663,1.10591169
862,0.011073848,0.550206018,0.783016302,0.430820281,1.106459617
863,0.011072548,0.550802468,0.783393416,0.431495027,1.106998911
864,0.011071134,0.551398355,0.783770001,0.432169489,1.107529167
865,0.011069603,0.55199331,0.784145844,0.43284326,1.108049995
866,0.011067956,0.552586975,0.784520741,0.433515943,1.108561025
867,0.011066192,0.553179005,0.784894495,0.434187155,1.109061915
868,0.011064309,0.553769074,0.785266919,0.434856535,1.109552359
869,0.011062309,0.554356881,0.78563784,0.435523743,1.110032087
870,0.011060192,0.554942151,0.786007101,0.436188471,1.110500875
